SITE_ID,REGION,VEG_TYPE,TREATMENT,ELEV,SLOPE,CANOPY_COVER,PRE_BIOMASS,POST_BIOMASS,PRE_SM,POST_SM,PRE_TEMP,POST_TEMP
750,WestForest,Mixed,Control,585.4,6.47,46.6,127.71,121.26,23.46,24.01,17.88,18.15
751,SouthForest,Oak,Intervention,482.1,4.84,37.4,127.13,108.86,20.0,22.78,16.21,16.62
752,EastForest,Mixed,Control,529.8,5.0,39.0,120.13,115.17,34.16,33.61,15.3,15.37
753,NorthForest,Pine,Intervention,426.0,1.15,60.7,153.79,145.33,31.04,32.92,16.9,18.07
754,WestForest,Oak,Control,266.3,2.81,50.9,91.7,86.27,32.45,33.85,16.96,17.21
755,SouthForest,Mixed,Control,456.0,8.38,66.9,83.84,78.85,27.64,28.64,20.76,18.76
756,WestForest,Scrub,Control,437.9,4.34,52.6,113.48,111.71,24.19,26.06,21.89,23.15
757,NorthForest,Pine,Intervention,396.3,4.35,17.7,151.62,143.87,32.15,34.32,21.91,22.06
758,SouthForest,Pine,Intervention,373.5,22.13,74.7,118.61,119.04,19.0,21.28,18.8,18.35
759,EastForest,Pine,Intervention,358.7,11.67,55.5,125.7,113.34,16.7,18.7,14.78,14.3
760,SouthForest,Oak,Control,445.0,11.75,77.6,108.84,101.07,27.21,27.32,22.0,21.61
761,WestForest,Pine,Control,483.8,3.54,46.5,113.09,104.16,19.03,19.78,14.23,14.75
762,WestForest,Pine,Intervention,411.3,13.76,60.0,112.56,96.52,32.98,35.88,21.44,21.33
763,NorthForest,Pine,Intervention,404.8,6.02,56.2,112.82,103.87,25.48,26.75,12.45,11.87
764,NorthForest,Mixed,Intervention,502.0,5.15,88.5,124.33,108.63,37.01,41.28,22.3,21.98
765,NorthForest,Pine,Control,346.9,4.09,94.3,130.73,125.16,22.57,20.81,19.39,20.42
766,WestForest,Pine,Intervention,444.5,12.34,54.0,134.97,120.55,30.83,34.27,14.96,13.33
767,SouthForest,Oak,Intervention,257.6,20.45,80.2,149.75,136.88,32.11,33.46,16.31,16.26
768,NorthForest,Oak,Control,533.3,0.73,63.9,114.79,115.68,37.97,39.47,17.33,17.59
769,WestForest,Oak,Control,385.7,6.74,55.3,107.92,99.76,22.87,22.92,13.44,13.47
770,NorthForest,Mixed,Intervention,346.4,1.21,54.8,101.69,94.42,36.41,38.47,19.25,19.74
771,SouthForest,Mixed,Control,544.5,1.48,52.9,139.46,131.86,27.37,25.23,17.41,18.28
772,WestForest,Mixed,Intervention,506.5,3.03,49.4,103.82,96.54,21.07,22.16,20.89,22.63
773,EastForest,Oak,Control,412.3,1.07,83.2,111.93,113.33,28.52,28.97,21.94,21.54
774,EastForest,Pine,Intervention,581.2,17.05,67.4,114.98,97.71,29.55,32.72,20.12,19.89
775,EastForest,Mixed,Control,353.0,3.63,83.6,161.64,151.49,21.61,22.51,15.85,15.72
776,WestForest,Oak,Intervention,413.8,5.05,59.2,134.2,113.96,32.11,36.29,14.39,14.5
777,WestForest,Mixed,Control,507.2,6.72,48.7,113.63,110.08,25.57,24.66,20.36,19.46
778,SouthForest,Pine,Intervention,412.9,1.37,25.4,48.52,29.74,28.22,31.05,16.16,16.59
779,WestForest,Oak,Intervention,381.3,1.3,70.7,168.05,164.47,26.85,32.57,18.21,18.4
780,SouthForest,Scrub,Control,294.7,6.52,35.2,175.6,171.94,32.58,32.41,20.28,18.16
781,WestForest,Scrub,Intervention,361.3,4.94,35.0,99.28,88.39,29.85,35.13,20.18,20.25
782,WestForest,Oak,Control,637.2,10.62,63.0,127.49,125.29,31.69,30.33,18.22,18.77
783,WestForest,Oak,Control,505.1,11.25,55.0,114.35,110.9,26.17,26.35,18.14,18.65
784,WestForest,Pine,Intervention,516.5,0.95,64.4,142.95,131.78,31.5,34.81,14.31,14.44
785,EastForest,Mixed,Control,513.8,4.08,54.6,114.38,100.39,37.33,36.36,23.04,23.64
786,EastForest,Oak,Intervention,772.8,1.24,68.8,132.56,121.97,27.33,30.37,23.03,22.59
787,EastForest,Pine,Control,366.1,1.14,33.8,90.75,84.25,25.28,27.17,18.49,18.16
788,EastForest,Scrub,Intervention,480.4,11.27,75.8,121.19,117.3,25.01,28.83,16.35,16.02
789,WestForest,Pine,Control,499.3,2.83,84.1,103.35,104.39,28.86,27.43,15.86,16.25
790,EastForest,Pine,Control,483.1,2.79,100.0,158.47,153.33,30.81,31.3,17.06,15.64
791,WestForest,Pine,Intervention,500.3,8.62,56.3,104.41,99.14,36.82,38.11,17.01,15.5
792,NorthForest,Pine,Intervention,255.6,6.58,66.3,111.5,96.46,27.37,29.85,19.22,18.8
793,SouthForest,Mixed,Intervention,487.7,4.71,72.9,101.77,88.44,32.81,33.98,12.42,14.63
794,SouthForest,Mixed,Intervention,351.5,5.33,56.1,132.5,114.31,15.39,19.29,15.76,16.19
795,WestForest,Pine,Control,367.7,10.09,67.2,121.92,119.62,36.87,38.49,17.85,17.07
796,EastForest,Mixed,Intervention,510.2,11.05,70.4,103.35,92.01,22.67,24.64,19.73,20.79
797,EastForest,Oak,Control,507.2,6.23,50.7,150.37,141.71,27.18,26.08,22.72,21.15
798,SouthForest,Mixed,Intervention,606.7,6.74,62.2,143.01,133.63,30.16,33.7,20.02,21.83
799,WestForest,Mixed,Intervention,286.0,16.69,41.7,121.36,102.78,28.2,32.42,23.24,23.28
800,NorthForest,Pine,Control,359.7,6.02,61.4,116.17,106.0,30.27,30.71,19.22,20.56
801,WestForest,Oak,Control,439.5,3.06,28.5,145.03,139.81,19.12,19.13,22.34,22.07
802,WestForest,Mixed,Control,452.4,5.26,66.2,99.56,100.22,19.71,19.4,22.35,22.73
803,NorthForest,Oak,Intervention,688.5,17.94,43.7,105.2,90.76,43.29,48.45,18.86,19.25
804,NorthForest,Mixed,Control,356.1,12.82,90.2,111.21,97.95,28.7,28.92,18.03,18.13
805,NorthForest,Oak,Intervention,441.9,9.82,63.7,138.67,124.81,15.35,15.76,19.46,19.02
806,EastForest,Oak,Intervention,517.7,7.66,42.1,125.74,109.73,32.66,35.77,21.82,21.05
807,NorthForest,Pine,Intervention,597.2,9.72,90.7,137.49,129.12,17.59,22.59,19.43,19.86
808,WestForest,Oak,Control,435.8,15.39,59.5,104.91,98.64,23.41,24.86,19.62,19.51
809,NorthForest,Pine,Control,408.0,4.13,82.9,149.77,155.44,26.96,25.73,15.8,16.03
810,EastForest,Mixed,Control,434.8,14.87,60.6,118.58,115.4,21.63,21.17,21.43,20.95
811,EastForest,Pine,Intervention,386.0,3.31,65.9,147.21,137.45,27.9,30.05,20.5,20.16
812,EastForest,Oak,Intervention,627.3,3.38,64.0,109.5,87.49,14.68,17.5,14.34,14.1
813,WestForest,Mixed,Intervention,672.1,5.82,61.4,112.13,91.24,23.25,26.65,20.45,20.77
814,EastForest,Pine,Intervention,341.3,0.92,64.9,101.91,86.53,35.38,38.2,24.46,23.9
815,SouthForest,Mixed,Control,584.2,6.94,62.8,146.75,149.95,32.48,31.48,22.05,22.66
816,WestForest,Mixed,Intervention,412.7,2.81,58.0,96.27,90.66,22.67,26.14,21.78,21.89
817,SouthForest,Scrub,Intervention,195.9,1.65,59.6,130.88,121.18,26.19,29.31,22.79,23.25
818,WestForest,Mixed,Control,316.5,5.3,65.4,104.14,98.2,22.46,22.97,21.7,21.87
819,EastForest,Scrub,Control,678.3,2.88,83.6,113.04,105.99,28.15,31.41,16.58,16.7
820,WestForest,Scrub,Control,429.6,16.78,66.9,99.84,89.8,20.21,19.2,21.29,21.47
821,WestForest,Oak,Intervention,297.9,17.37,30.5,112.7,99.22,22.92,24.55,16.12,16.96
822,SouthForest,Mixed,Control,391.3,8.15,48.8,128.85,119.76,30.32,29.82,22.78,22.57
823,NorthForest,Mixed,Control,479.5,1.96,67.5,116.02,115.13,20.1,18.82,18.28,18.11
824,SouthForest,Mixed,Control,443.2,3.15,65.2,107.52,91.49,26.05,26.44,14.5,13.84
825,SouthForest,Pine,Intervention,175.6,9.43,57.1,117.35,121.32,20.73,23.42,15.59,16.0
826,NorthForest,Scrub,Control,366.8,5.33,30.4,56.72,51.81,21.19,20.63,18.53,18.43
827,WestForest,Mixed,Intervention,426.0,3.95,50.9,145.59,128.86,27.06,31.89,18.15,17.81
828,WestForest,Mixed,Control,643.3,3.04,49.0,97.73,95.95,34.74,34.51,20.3,21.68
829,EastForest,Oak,Intervention,372.2,0.79,73.5,119.4,107.58,31.54,33.53,26.29,26.55
830,SouthForest,Pine,Control,658.9,2.4,71.8,130.29,127.41,28.81,29.78,19.69,19.39
831,SouthForest,Mixed,Intervention,572.6,3.17,68.8,128.61,111.99,28.03,33.1,19.76,19.83
832,EastForest,Mixed,Intervention,379.3,7.32,36.4,120.32,108.15,26.03,28.09,20.18,20.0
833,EastForest,Scrub,Control,488.3,7.35,44.0,103.19,103.64,29.34,31.28,18.42,17.91
834,SouthForest,Pine,Control,451.0,3.22,75.1,103.36,102.0,20.45,17.65,18.53,19.66
835,NorthForest,Pine,Intervention,419.3,5.98,73.6,113.27,103.12,27.22,31.86,17.78,17.97
836,WestForest,Mixed,Intervention,396.8,9.35,68.8,75.17,67.25,36.15,39.59,23.13,24.08
837,SouthForest,Oak,Control,532.7,4.99,41.4,145.1,128.68,39.15,38.42,16.79,17.93
838,WestForest,Mixed,Control,522.7,7.15,60.0,107.69,108.16,28.09,30.66,15.14,16.23
839,NorthForest,Oak,Control,429.8,1.82,40.5,147.91,145.53,25.29,27.25,13.17,13.76
840,NorthForest,Mixed,Control,439.2,20.25,54.3,87.82,82.65,32.61,32.85,18.62,18.84
841,SouthForest,Pine,Control,487.2,3.07,40.5,105.49,103.14,41.74,41.82,20.05,19.96
842,EastForest,Pine,Control,406.8,2.1,70.4,126.74,124.61,24.55,22.43,18.72,19.23
843,EastForest,Oak,Control,366.3,6.06,59.8,164.76,169.66,25.79,27.25,22.5,22.42
844,NorthForest,Pine,Intervention,419.0,3.44,45.7,111.2,110.71,24.23,26.31,16.94,17.09
845,SouthForest,Oak,Intervention,457.8,3.08,66.3,141.24,129.65,30.62,34.44,23.57,22.6
846,NorthForest,Pine,Intervention,640.7,0.41,74.1,173.14,166.22,33.55,33.77,17.31,17.39
847,SouthForest,Oak,Control,523.2,4.15,43.2,127.49,120.45,27.98,28.4,25.77,26.04
848,NorthForest,Oak,Control,449.0,3.12,72.0,115.61,117.64,22.49,24.13,17.48,17.85
849,NorthForest,Mixed,Intervention,174.9,13.06,21.1,94.74,85.01,17.54,18.34,22.93,22.45
850,EastForest,Pine,Control,338.1,13.71,40.8,153.11,140.63,36.24,33.75,13.53,13.64
851,NorthForest,Oak,Intervention,346.1,3.19,40.5,125.07,116.29,17.88,21.5,18.18,17.83
852,WestForest,Oak,Intervention,600.0,5.3,71.7,118.87,106.2,32.08,35.07,19.36,18.81
853,SouthForest,Mixed,Intervention,484.3,3.27,42.3,108.49,98.67,28.44,31.53,22.29,22.52
854,EastForest,Oak,Control,465.2,6.04,55.1,112.14,110.07,30.52,31.32,24.51,23.9
855,SouthForest,Scrub,Control,366.8,17.75,53.8,128.77,118.06,25.17,26.81,23.41,23.97
856,SouthForest,Oak,Control,496.0,3.37,54.5,91.58,87.78,37.61,37.62,19.8,19.47
857,NorthForest,Pine,Control,335.6,17.03,81.6,180.89,172.85,23.77,24.33,17.77,17.69
858,EastForest,Mixed,Control,356.2,1.18,46.7,139.02,138.1,34.1,34.38,14.11,15.06
859,NorthForest,Mixed,Intervention,401.5,3.29,50.6,119.7,119.97,26.95,28.99,17.77,18.07
860,EastForest,Pine,Control,161.8,3.95,65.8,156.47,149.2,39.42,40.32,18.61,19.58
861,NorthForest,Oak,Intervention,349.7,9.13,52.6,118.1,109.15,40.11,45.67,19.73,18.35
862,EastForest,Pine,Control,268.1,16.56,58.8,50.04,49.69,18.61,18.26,17.75,18.76
863,WestForest,Mixed,Control,674.4,16.0,54.7,77.43,68.51,22.94,24.83,15.88,16.27
864,WestForest,Pine,Control,470.9,3.04,60.2,119.78,109.09,27.25,27.04,22.31,22.96
865,EastForest,Pine,Intervention,355.6,1.82,49.7,164.07,154.55,24.27,26.63,21.09,21.96
866,SouthForest,Pine,Intervention,291.3,7.73,72.9,178.97,160.64,27.31,30.93,16.41,16.3
867,EastForest,Mixed,Intervention,515.8,4.44,52.4,79.07,62.23,39.47,42.0,21.22,21.04
868,EastForest,Pine,Intervention,483.1,6.29,71.6,80.69,65.68,23.94,26.64,19.27,20.58
869,SouthForest,Mixed,Intervention,489.8,7.23,43.1,153.35,144.68,31.26,35.24,17.59,17.15
870,WestForest,Oak,Control,420.4,6.04,65.0,122.26,110.3,23.27,23.61,27.88,26.93
871,WestForest,Oak,Intervention,299.3,2.71,51.7,127.77,105.54,30.23,35.24,14.39,14.72
872,SouthForest,Pine,Intervention,520.3,5.71,53.8,127.7,113.41,41.42,44.48,16.78,16.46
873,WestForest,Scrub,Control,456.7,17.29,74.5,90.87,82.87,13.96,13.09,24.4,23.9
874,EastForest,Oak,Intervention,507.7,2.66,52.8,120.85,107.74,30.16,33.8,19.23,18.02
875,NorthForest,Pine,Control,549.5,2.63,81.9,84.05,83.61,31.31,31.23,19.21,19.37
876,NorthForest,Mixed,Intervention,376.5,10.57,90.9,136.62,120.78,37.57,45.22,13.88,14.21
877,EastForest,Mixed,Control,398.1,16.33,60.0,136.61,127.93,14.28,13.05,22.62,22.11
878,NorthForest,Mixed,Intervention,442.9,4.61,46.8,97.03,73.47,29.72,33.47,19.09,20.34
879,NorthForest,Pine,Intervention,475.2,7.09,50.7,129.09,117.17,28.35,34.94,19.79,19.98
880,WestForest,Mixed,Control,256.3,6.03,61.1,129.09,133.97,28.98,28.76,14.12,16.28
881,SouthForest,Oak,Intervention,462.2,3.71,57.1,110.86,103.98,23.89,23.64,24.22,25.72
882,WestForest,Pine,Intervention,567.3,8.07,75.5,141.24,130.86,12.78,17.16,16.74,17.74
883,SouthForest,Mixed,Intervention,438.8,11.87,62.1,120.1,110.89,29.38,33.39,16.65,16.54
884,EastForest,Oak,Control,389.2,9.33,83.5,133.43,122.28,20.24,19.88,17.53,19.26
885,NorthForest,Oak,Control,334.5,3.88,29.6,157.34,161.1,29.34,29.07,18.6,18.39
886,NorthForest,Mixed,Control,455.0,18.06,65.1,120.35,114.49,30.31,28.8,16.06,15.98
887,EastForest,Pine,Intervention,698.9,6.58,40.2,114.91,99.28,39.4,41.86,21.22,20.28
888,SouthForest,Oak,Intervention,717.8,9.49,57.3,106.66,95.05,23.18,27.57,18.1,17.92
889,SouthForest,Mixed,Control,704.7,4.22,55.9,115.74,106.48,18.49,19.57,15.38,16.34
890,EastForest,Oak,Intervention,465.7,16.44,62.1,136.05,121.83,33.84,36.79,14.04,13.4
891,EastForest,Oak,Intervention,313.8,2.78,42.5,80.14,72.85,13.06,13.46,21.35,21.32
892,NorthForest,Pine,Control,637.7,4.21,68.4,123.44,119.39,32.43,34.91,20.51,22.23
893,NorthForest,Oak,Intervention,663.7,2.87,60.4,136.56,118.78,28.06,34.59,18.16,19.72
894,NorthForest,Pine,Control,479.5,6.46,68.9,122.86,128.33,29.63,27.72,17.09,18.43
895,SouthForest,Oak,Intervention,488.2,1.24,30.1,92.77,86.77,22.48,25.39,16.04,14.33
896,WestForest,Scrub,Control,514.4,3.8,77.1,149.16,149.48,21.06,21.1,17.93,19.06
897,EastForest,Mixed,Control,700.8,8.19,42.1,99.58,86.98,36.3,36.81,16.35,15.44
898,WestForest,Pine,Control,436.5,0.41,63.6,99.76,95.7,37.83,37.22,17.01,17.81
899,NorthForest,Scrub,Intervention,418.9,7.1,36.2,81.58,70.96,24.72,27.45,15.49,15.97
900,SouthForest,Mixed,Control,465.7,6.53,72.4,105.54,104.92,23.46,26.9,20.15,20.39
901,EastForest,Pine,Control,427.9,3.65,58.7,82.95,83.5,18.88,19.65,19.75,19.94
902,NorthForest,Pine,Intervention,543.4,2.9,73.2,131.93,113.09,29.75,32.8,16.96,17.92
903,WestForest,Scrub,Intervention,362.8,8.66,87.6,117.34,105.43,30.45,32.4,14.56,15.64
904,EastForest,Mixed,Control,635.0,1.99,75.7,84.84,72.5,30.16,30.28,15.19,14.82
905,NorthForest,Pine,Intervention,273.6,4.88,4.4,157.27,150.24,24.2,28.1,22.36,22.44
906,WestForest,Pine,Control,407.9,3.39,33.4,138.18,139.23,20.62,19.9,18.02,17.5
907,SouthForest,Pine,Control,483.1,3.96,77.9,56.25,53.29,41.56,39.25,23.71,23.33
908,NorthForest,Pine,Intervention,481.0,18.95,41.7,119.88,106.16,24.39,26.78,17.89,18.24
909,NorthForest,Oak,Control,442.4,2.9,66.4,130.99,133.44,23.4,22.7,16.71,17.0
910,SouthForest,Oak,Control,614.0,3.57,80.0,122.4,103.8,23.56,27.66,23.95,23.28
911,EastForest,Pine,Intervention,534.2,4.31,66.5,134.7,119.73,17.27,22.8,16.87,17.07
912,EastForest,Pine,Control,341.4,6.82,51.4,100.91,95.0,40.88,41.74,15.94,14.93
913,EastForest,Mixed,Intervention,447.2,1.36,84.6,107.4,99.19,28.54,31.37,15.1,14.38
914,SouthForest,Mixed,Control,289.0,2.77,46.3,144.73,139.91,29.97,31.01,18.85,17.69
915,SouthForest,Oak,Intervention,477.4,4.36,38.6,104.01,87.86,26.04,30.08,15.96,15.0
916,SouthForest,Pine,Control,479.0,2.82,68.7,122.29,113.61,24.86,24.43,18.33,19.14
917,EastForest,Pine,Intervention,840.2,1.34,51.5,122.2,120.76,38.12,43.82,19.61,19.01
918,EastForest,Oak,Control,494.5,3.42,82.3,107.97,107.18,25.7,23.26,19.35,19.75
919,WestForest,Scrub,Intervention,270.0,1.9,68.4,137.74,124.1,24.49,26.57,20.57,19.49
920,WestForest,Oak,Control,502.6,1.56,81.1,43.85,35.12,29.28,30.92,19.56,19.36
921,NorthForest,Mixed,Control,385.9,14.98,21.9,126.59,123.14,35.19,34.88,20.79,20.84
922,EastForest,Oak,Intervention,401.1,1.31,86.5,132.33,106.68,27.02,28.2,19.75,19.42
923,WestForest,Mixed,Intervention,621.4,19.83,38.0,112.92,96.55,45.4,51.18,17.58,17.73
924,WestForest,Pine,Intervention,423.0,9.12,60.9,116.53,99.99,30.84,36.24,19.17,19.73
925,WestForest,Mixed,Intervention,342.3,2.47,71.0,135.25,123.29,36.91,41.3,22.93,21.99
926,NorthForest,Pine,Intervention,640.6,5.37,68.2,145.63,136.79,33.95,35.32,23.69,23.33
927,SouthForest,Oak,Intervention,389.0,6.17,67.2,123.37,109.78,34.39,40.43,21.26,21.77
928,EastForest,Scrub,Control,375.8,4.85,38.1,98.34,92.62,30.27,30.92,15.82,15.11
929,EastForest,Scrub,Control,470.8,7.5,76.7,137.72,136.14,34.48,32.61,11.95,11.84
930,WestForest,Oak,Intervention,480.3,5.59,68.1,101.17,83.45,26.01,29.69,11.71,11.68
931,NorthForest,Mixed,Intervention,586.0,2.57,55.1,108.65,103.78,22.5,24.2,17.98,17.37
932,WestForest,Pine,Intervention,578.6,7.31,49.0,106.54,87.17,30.43,31.83,16.2,16.74
933,SouthForest,Mixed,Control,351.8,3.04,77.2,101.47,95.62,20.77,19.89,20.68,20.32
934,WestForest,Oak,Control,366.0,23.7,47.6,122.27,128.75,28.19,27.24,24.29,24.43
935,EastForest,Pine,Intervention,328.8,3.31,72.0,88.08,73.2,29.68,31.69,18.98,19.62
936,SouthForest,Pine,Intervention,490.8,5.86,45.1,87.97,88.53,34.52,35.67,17.51,18.71
937,EastForest,Mixed,Intervention,364.1,1.22,59.1,140.64,136.46,33.21,36.2,17.56,18.19
938,SouthForest,Mixed,Intervention,397.1,11.45,43.0,125.76,109.31,15.86,19.91,15.01,14.1
939,EastForest,Oak,Control,524.9,4.79,57.1,105.79,104.03,33.48,34.7,17.16,18.11
940,WestForest,Pine,Control,504.0,12.8,61.4,115.91,109.73,22.9,24.15,17.71,17.76
941,SouthForest,Oak,Control,323.0,0.3,46.7,120.99,115.15,18.58,20.09,19.83,20.05
942,NorthForest,Mixed,Control,419.0,7.73,44.9,105.8,96.48,31.29,31.26,14.66,13.78
943,WestForest,Mixed,Intervention,418.9,11.48,56.2,174.53,153.62,38.98,43.25,23.32,22.34
944,EastForest,Mixed,Control,293.3,3.92,55.7,139.28,135.58,28.32,29.1,16.23,16.23
945,WestForest,Scrub,Intervention,562.1,7.64,57.3,124.37,114.5,13.87,17.63,20.81,20.96
946,SouthForest,Oak,Intervention,161.3,10.29,81.3,117.3,100.84,33.43,36.37,23.76,23.64
947,EastForest,Oak,Control,726.6,7.32,58.9,79.36,78.22,30.28,29.5,20.0,21.96
948,SouthForest,Scrub,Intervention,485.3,7.02,80.5,107.03,92.14,28.77,32.71,15.99,16.06
949,SouthForest,Pine,Intervention,304.6,4.08,43.3,127.32,110.03,32.03,32.89,15.36,13.74
950,WestForest,Pine,Intervention,636.8,1.04,65.1,174.39,162.86,31.87,34.75,19.21,19.16
951,WestForest,Pine,Intervention,494.9,8.46,50.2,91.4,76.25,29.75,31.32,20.38,21.72
952,EastForest,Pine,Control,288.7,3.07,77.3,155.56,148.46,37.0,35.66,19.14,19.27
953,WestForest,Oak,Control,323.1,11.52,71.3,91.56,93.55,25.2,26.39,18.66,19.97
954,EastForest,Oak,Control,107.7,8.13,64.8,130.79,128.85,19.03,19.63,21.86,21.51
955,NorthForest,Scrub,Intervention,435.9,15.68,62.7,122.66,115.63,16.41,19.13,27.31,26.77
956,SouthForest,Oak,Intervention,396.8,3.52,63.6,92.92,79.46,24.33,27.09,20.62,20.55
957,NorthForest,Scrub,Intervention,397.6,4.27,61.7,144.32,137.24,39.46,42.85,25.17,25.3
958,WestForest,Pine,Control,460.5,1.7,55.8,102.64,89.86,29.11,26.54,25.03,24.26
959,SouthForest,Pine,Control,391.1,15.11,54.7,141.91,132.61,18.21,17.4,18.19,17.94
960,WestForest,Mixed,Control,475.2,3.16,67.2,109.44,104.22,21.94,21.52,15.58,15.59
961,SouthForest,Mixed,Intervention,108.1,4.08,72.2,89.78,71.72,19.07,25.5,18.25,17.57
962,EastForest,Pine,Control,277.7,7.37,41.0,154.56,148.85,43.46,43.09,11.55,11.99
963,EastForest,Oak,Control,547.0,7.93,62.6,80.28,74.95,23.57,21.42,18.29,17.79
964,SouthForest,Mixed,Intervention,583.3,1.05,62.0,136.13,113.09,26.03,31.52,18.02,16.62
965,EastForest,Oak,Intervention,208.3,8.97,68.2,118.5,114.84,29.07,32.61,26.29,25.98
966,EastForest,Pine,Control,268.8,7.72,53.5,112.91,112.93,29.66,28.52,23.97,25.16
967,EastForest,Oak,Intervention,801.5,6.31,56.9,110.4,91.59,26.6,28.85,18.5,19.38
968,EastForest,Oak,Intervention,662.0,8.68,52.9,112.82,101.85,27.27,28.83,19.34,19.94
969,WestForest,Pine,Intervention,205.6,5.39,71.8,88.65,75.32,33.14,37.62,16.26,16.64
970,SouthForest,Mixed,Intervention,567.6,6.67,84.5,137.09,128.01,28.83,30.09,18.38,20.05
971,SouthForest,Oak,Control,463.2,1.05,81.3,168.01,167.47,28.87,30.86,17.77,18.28
972,NorthForest,Oak,Control,400.0,1.6,69.3,112.74,106.42,11.39,10.41,15.89,16.36
973,EastForest,Oak,Control,421.9,1.18,48.1,150.18,146.87,30.42,31.68,19.96,20.13
974,EastForest,Mixed,Control,759.4,9.24,73.7,129.54,112.31,35.18,35.26,16.63,18.99
975,EastForest,Pine,Intervention,532.8,1.12,30.7,153.22,140.87,21.23,21.54,19.3,20.43
976,WestForest,Pine,Intervention,469.2,0.62,84.5,131.18,115.31,34.94,36.65,24.53,24.81
977,EastForest,Oak,Intervention,548.0,10.5,42.9,74.02,57.38,43.78,46.75,16.24,16.76
978,NorthForest,Mixed,Control,355.5,1.35,26.1,140.63,141.67,23.0,21.78,24.04,22.43
979,SouthForest,Oak,Control,731.5,6.21,58.1,134.31,121.18,31.95,33.0,14.56,14.63
980,EastForest,Mixed,Intervention,622.6,4.33,81.1,167.99,161.79,37.25,41.75,14.64,14.73
981,EastForest,Pine,Intervention,615.3,4.2,60.3,124.34,116.43,15.54,15.59,18.98,19.25
982,SouthForest,Oak,Control,385.8,4.45,66.8,119.81,118.5,36.51,36.12,17.77,18.11
983,NorthForest,Oak,Intervention,514.7,4.23,29.5,136.3,122.18,25.58,26.93,17.93,18.04
984,WestForest,Oak,Intervention,328.8,5.24,57.4,107.0,99.49,34.22,36.06,17.42,16.12
985,WestForest,Mixed,Intervention,368.3,12.74,57.4,115.33,104.08,28.15,31.61,19.44,18.91
986,NorthForest,Pine,Intervention,663.2,5.06,63.8,132.8,116.23,26.27,27.18,20.45,21.15
987,SouthForest,Oak,Control,413.1,10.25,81.5,105.07,91.91,38.83,38.81,21.12,21.51
988,EastForest,Oak,Control,434.1,4.62,36.4,136.53,133.48,34.25,33.73,18.98,19.61
989,NorthForest,Pine,Intervention,420.4,0.61,66.9,133.15,113.79,29.66,32.83,15.01,15.45
990,WestForest,Pine,Control,471.4,10.9,71.8,108.17,108.37,50.38,52.66,22.78,22.71
991,NorthForest,Oak,Intervention,496.7,18.48,34.0,161.08,146.48,30.92,32.31,17.62,18.31
992,NorthForest,Oak,Intervention,387.3,11.55,64.2,123.09,106.83,31.15,34.13,17.72,17.21
993,SouthForest,Oak,Control,361.2,11.36,69.7,104.26,104.66,27.26,30.18,17.48,16.94
994,SouthForest,Pine,Intervention,625.4,6.69,64.7,115.9,110.12,24.83,28.51,15.44,16.11
995,WestForest,Scrub,Control,533.6,5.94,57.0,155.02,151.47,32.73,31.15,12.82,13.07
996,EastForest,Pine,Control,408.4,2.06,26.8,118.22,115.71,19.88,20.57,20.45,20.46
997,SouthForest,Oak,Control,542.5,3.95,52.2,151.99,142.99,21.2,21.67,16.81,17.08
998,NorthForest,Oak,Control,513.3,2.34,47.8,148.27,146.29,28.55,31.61,21.47,22.63
999,EastForest,Oak,Control,416.7,3.79,56.8,136.07,130.17,22.62,20.55,20.18,20.64
1000,WestForest,Pine,Intervention,664.6,8.32,74.6,130.35,119.39,23.34,26.03,22.86,22.84
